Event_date_dt,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt,CAMEO_case,case_clean,points
2013-06-17,20123189,2013-06-17,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27192652,3,AAP Bulletins,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-17,Protest violently,Protest violently  riot  not specified below,POINT (28.9858 41.0369)
2013-06-17,20123188,2013-06-17,Opposition Activist (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27192652,3,AAP Bulletins,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-17,Protest violently,Protest violently  riot  not specified below,POINT (28.9858 41.0369)
2013-06-17,20126721,2013-06-17,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,33685934,1,Euronews,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-17,Protest violently,Protest violently  riot  not specified below,POINT (28.9858 41.0369)
2013-06-18,20131954,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27265621,2,Daily Telegraph,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-18,Protest violently,Protest violently  riot  not specified below,POINT (28.9858 41.0369)
2013-06-22,20147191,2013-06-22,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27244069,6,Agence France-Presse,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-22,Protest violently,Protest violently  riot  not specified below,POINT (28.9869 41.0385)
2013-06-23,20150450,2013-06-23,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Military Personnel - Special (Turkey),"Government,Military",Turkey,27243302,4,O Globo,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-23,Protest violently,Protest violently  riot  not specified below,POINT (28.9858 41.0369)
2013-06-03,20071676,2013-06-03,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Engage in violent protest for leadership change,1451,-7.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27169791,3,EFE News Service,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-03,Engage in violent protest for leadership change,Engage in violent protest for leadership change,POINT (28.9869 41.0385)
2013-06-05,20079832,2013-06-05,Bank (Turkey),"Business,Social",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27160737,2,Agence France-Presse,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-05,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-05,20079833,2013-06-05,Labor Union (Turkey),"Labor,Social",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27160737,2,Agence France-Presse,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-05,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-06,20084821,2013-06-06,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27157004,4,Agence France-Presse,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-06,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-07,20089747,2013-06-07,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Head of Government (Turkey),"Executive Office,Executive,Government",Turkey,33609277,3,Euronews,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-07,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-13,20109925,2013-06-13,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27203032,5,Al Arabiya,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-13,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-14,20116123,2013-06-14,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Executive Office,Sunni,Parties,Executive,Government,(National) Major Party,Elite,Ideological,Center Right,International Religious",Turkey,27203943,5,Thai News Service,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-14,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-23,20150694,2013-06-23,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27243755,1,AAP Bulletins,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-23,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-24,20155819,2013-06-24,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate for leadership change,1411,-6.5,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,33653125,3,Le Progres Egyptien,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-24,Demonstrate for leadership change,Demonstrate for leadership change,POINT (28.9858 41.0369)
2013-06-06,20084392,2013-06-06,Environmentalist (Turkey),"Nongovernmental Organization (International),Environment IGOs,Nongovernmental Organizations / Activists",Turkey,Demonstrate for policy change,1412,-6.5,Government (Turkey),Government,Turkey,27156151,6,FARS News Agency,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-06,Demonstrate for policy change,Demonstrate for policy change,POINT (28.9869 41.0385)
